Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Trend,Contribution,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Beauty,South America,Fragrance,Kaybeauty,Mascara,82099,0.22,0.08,0.23,0.06,0.1,0.18,0.28
Luxury,Asia,Fragrance,Kaybeauty,Conditioner,66488,0.12,0.04,0.25,0.02,0.06,0.2,0.3
Luxury,South America,Fragrance,MAC,Body Lotion,92628,0.3,-0.04,0.2,-0.06,-0.02,0.15000000000000002,0.25
Beauty,South America,Skincare,MAC,Perfume,58539,0.33,0.2,0.16,0.18000000000000002,0.22,0.11,0.21000000000000002
Personal Care,Asia,Hair,MAC,Mascara,441384,0.39,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Personal Care,Europe,Fragrance,MAC,Perfume,179473,0.43,0.15,0.19,0.13,0.16999999999999998,0.14,0.24
Personal Care,Europe,Fragrance,L'Oreal,Perfume,218769,0.39,-0.05,0.06,-0.07,-0.030000000000000002,0.009999999999999995,0.11
Luxury,Africa,Body,L'Oreal,Hair Spray,493888,0.48,-0.04,0.23,-0.06,-0.02,0.18,0.28
Luxury,South America,Makeup,MAC,Mascara,108390,0.27,0.15,0.11,0.13,0.16999999999999998,0.06,0.16
Beauty,South America,Makeup,Kaybeauty,Body Lotion,72873,0.42,0.03,0.19,0.009999999999999998,0.05,0.14,0.24
Personal Care,Asia,Body,MAC,Bronzer,146129,0.12,-0.01,0.28,-0.03,0.01,0.23000000000000004,0.33
Personal Care,Asia,Makeup,Kaybeauty,Perfume,56457,0.33,-0.01,0.23,-0.03,0.01,0.18,0.28
Beauty,South America,Body,L'Oreal,Lipstick,402323,0.18,0.02,0.24,0.0,0.04,0.19,0.29
Beauty,Asia,Hair,Kaybeauty,Conditioner,264117,0.36,0.14,0.09,0.12000000000000001,0.16,0.039999999999999994,0.14
Luxury,Europe,Fragrance,MAC,Mascara,301981,0.25,0.15,0.14,0.13,0.16999999999999998,0.09000000000000001,0.19
Personal Care,Asia,Skincare,Kaybeauty,Mascara,50005,0.3,0.07,0.3,0.05,0.09000000000000001,0.25,0.35
Luxury,Europe,Body,MAC,Shampoo,272873,0.42,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Personal Care,North America,Fragrance,MAC,Foundation,134335,0.15,0.19,0.27,0.17,0.21,0.22000000000000003,0.32
Luxury,Africa,Hair,MAC,Lipstick,389092,0.32,-0.04,0.24,-0.06,-0.02,0.19,0.29
Beauty,North America,Hair,L'Oreal,Hair Spray,218439,0.26,0.11,0.15,0.09,0.13,0.09999999999999999,0.2
Personal Care,Asia,Fragrance,L'Oreal,Bronzer,236670,0.45,0.09,0.29,0.06999999999999999,0.11,0.24,0.33999999999999997
Beauty,Asia,Makeup,MAC,Lipstick,489835,0.13,0.05,0.19,0.030000000000000002,0.07,0.14,0.24
Luxury,Europe,Makeup,L'Oreal,Conditioner,312120,0.22,0.04,0.24,0.02,0.06,0.19,0.29
Luxury,South America,Makeup,MAC,Shampoo,223795,0.46,0.2,0.22,0.18000000000000002,0.22,0.16999999999999998,0.27
Beauty,South America,Fragrance,Kaybeauty,Body Lotion,108282,0.16,0.16,0.28,0.14,0.18,0.23000000000000004,0.33
Luxury,South America,Fragrance,Kaybeauty,Hair Spray,393671,0.48,-0.04,0.05,-0.06,-0.02,0.0,0.1
Luxury,Europe,Skincare,Kaybeauty,Hair Spray,487513,0.43,0.06,0.11,0.039999999999999994,0.08,0.06,0.16
Beauty,North America,Skincare,MAC,Conditioner,496605,0.11,-0.05,0.18,-0.07,-0.030000000000000002,0.13,0.22999999999999998
Luxury,North America,Fragrance,L'Oreal,Lipstick,481613,0.44,0.15,0.08,0.13,0.16999999999999998,0.03,0.13
Luxury,Europe,Body,MAC,Perfume,445419,0.3,0.19,0.23,0.17,0.21,0.18,0.28
Beauty,Europe,Skincare,Kaybeauty,Conditioner,88493,0.34,-0.02,0.26,-0.04,0.0,0.21000000000000002,0.31
Personal Care,Africa,Body,L'Oreal,Body Lotion,334722,0.1,0.01,0.08,-0.01,0.03,0.03,0.13
Personal Care,Europe,Body,L'Oreal,Perfume,342327,0.34,0.15,0.1,0.13,0.16999999999999998,0.05,0.15000000000000002
Personal Care,North America,Hair,Kaybeauty,Hair Spray,445991,0.39,0.17,0.21,0.15000000000000002,0.19,0.15999999999999998,0.26
Luxury,North America,Body,MAC,Hair Spray,462838,0.23,0.03,0.19,0.009999999999999998,0.05,0.14,0.24
Personal Care,Asia,Skincare,L'Oreal,Bronzer,350677,0.5,-0.03,0.08,-0.05,-0.009999999999999998,0.03,0.13
Personal Care,South America,Fragrance,Kaybeauty,Conditioner,65389,0.11,0.14,0.24,0.12000000000000001,0.16,0.19,0.29
Luxury,South America,Makeup,MAC,Perfume,450404,0.23,-0.03,0.19,-0.05,-0.009999999999999998,0.14,0.24
Beauty,Asia,Makeup,Kaybeauty,Shampoo,410048,0.41,0.18,0.15,0.16,0.19999999999999998,0.09999999999999999,0.2
Luxury,Africa,Hair,L'Oreal,Foundation,493884,0.25,0.09,0.17,0.06999999999999999,0.11,0.12000000000000001,0.22000000000000003
Luxury,Europe,Fragrance,Kaybeauty,Shampoo,59675,0.25,0.13,0.06,0.11,0.15,0.009999999999999995,0.11
Luxury,South America,Makeup,Kaybeauty,Body Lotion,171246,0.19,-0.04,0.23,-0.06,-0.02,0.18,0.28
Beauty,Africa,Body,L'Oreal,Perfume,468401,0.24,0.18,0.28,0.16,0.19999999999999998,0.23000000000000004,0.33
Personal Care,Asia,Makeup,Kaybeauty,Mascara,321787,0.5,0.07,0.19,0.05,0.09000000000000001,0.14,0.24
Beauty,Africa,Body,MAC,Conditioner,141685,0.19,0.17,0.17,0.15000000000000002,0.19,0.12000000000000001,0.22000000000000003
Luxury,Africa,Fragrance,L'Oreal,Hair Spray,360472,0.44,0.13,0.19,0.11,0.15,0.14,0.24
Personal Care,South America,Makeup,MAC,Body Lotion,91457,0.48,0.03,0.13,0.009999999999999998,0.05,0.08,0.18
Personal Care,Europe,Skincare,Kaybeauty,Perfume,169342,0.22,0.12,0.27,0.09999999999999999,0.13999999999999999,0.22000000000000003,0.32
Luxury,Europe,Hair,MAC,Conditioner,147898,0.42,0.05,0.1,0.030000000000000002,0.07,0.05,0.15000000000000002
Personal Care,North America,Fragrance,L'Oreal,Toner,229289,0.35,0.18,0.29,0.16,0.19999999999999998,0.24,0.33999999999999997
Personal Care,North America,Makeup,L'Oreal,Bronzer,174077,0.35,0.05,0.13,0.030000000000000002,0.07,0.08,0.18
Personal Care,Asia,Makeup,MAC,Hair Spray,460293,0.4,0.14,0.12,0.12000000000000001,0.16,0.06999999999999999,0.16999999999999998
Beauty,South America,Skincare,MAC,Bronzer,340232,0.48,0.0,0.07,-0.02,0.02,0.020000000000000004,0.12000000000000001
Beauty,Asia,Fragrance,MAC,Lipstick,360084,0.26,0.04,0.13,0.02,0.06,0.08,0.18
Beauty,Asia,Skincare,Kaybeauty,Shampoo,188939,0.27,0.08,0.16,0.06,0.1,0.11,0.21000000000000002
Personal Care,South America,Body,L'Oreal,Mascara,437316,0.3,0.13,0.16,0.11,0.15,0.11,0.21000000000000002
Luxury,South America,Hair,L'Oreal,Toner,367679,0.2,0.13,0.07,0.11,0.15,0.020000000000000004,0.12000000000000001
Luxury,Europe,Makeup,Kaybeauty,Shampoo,492667,0.18,0.02,0.17,0.0,0.04,0.12000000000000001,0.22000000000000003
Luxury,Africa,Hair,MAC,Perfume,98737,0.28,-0.03,0.25,-0.05,-0.009999999999999998,0.2,0.3
Personal Care,Asia,Body,L'Oreal,Lipstick,176298,0.18,0.17,0.25,0.15000000000000002,0.19,0.2,0.3
Luxury,Asia,Hair,L'Oreal,Shampoo,405505,0.12,0.02,0.07,0.0,0.04,0.020000000000000004,0.12000000000000001
Personal Care,Africa,Fragrance,Kaybeauty,Lipstick,268850,0.36,-0.02,0.19,-0.04,0.0,0.14,0.24
Luxury,North America,Body,L'Oreal,Hair Spray,489705,0.2,0.04,0.29,0.02,0.06,0.24,0.33999999999999997
Luxury,South America,Body,MAC,Body Lotion,446476,0.5,0.02,0.26,0.0,0.04,0.21000000000000002,0.31
Beauty,Asia,Fragrance,MAC,Mascara,434963,0.32,-0.04,0.2,-0.06,-0.02,0.15000000000000002,0.25
Luxury,Europe,Body,MAC,Hair Spray,449282,0.29,0.15,0.09,0.13,0.16999999999999998,0.039999999999999994,0.14
Beauty,Africa,Skincare,L'Oreal,Shampoo,237232,0.19,0.08,0.16,0.06,0.1,0.11,0.21000000000000002
Luxury,Asia,Makeup,Kaybeauty,Hair Spray,128591,0.27,0.1,0.19,0.08,0.12000000000000001,0.14,0.24
Beauty,North America,Hair,L'Oreal,Body Lotion,197892,0.21,0.07,0.06,0.05,0.09000000000000001,0.009999999999999995,0.11
Personal Care,Africa,Skincare,MAC,Bronzer,66575,0.19,0.15,0.21,0.13,0.16999999999999998,0.15999999999999998,0.26
Beauty,Africa,Hair,L'Oreal,Body Lotion,399825,0.34,0.07,0.22,0.05,0.09000000000000001,0.16999999999999998,0.27
Beauty,Asia,Fragrance,L'Oreal,Perfume,436830,0.22,0.14,0.25,0.12000000000000001,0.16,0.2,0.3
Personal Care,South America,Skincare,Kaybeauty,Hair Spray,480538,0.24,0.12,0.21,0.09999999999999999,0.13999999999999999,0.15999999999999998,0.26
Beauty,Asia,Fragrance,MAC,Body Lotion,384741,0.3,0.06,0.14,0.039999999999999994,0.08,0.09000000000000001,0.19
Luxury,North America,Skincare,L'Oreal,Mascara,356297,0.26,0.04,0.24,0.02,0.06,0.19,0.29
Beauty,South America,Skincare,L'Oreal,Body Lotion,251974,0.14,0.02,0.14,0.0,0.04,0.09000000000000001,0.19
Personal Care,Europe,Body,MAC,Body Lotion,304232,0.15,0.16,0.23,0.14,0.18,0.18,0.28
Luxury,Europe,Skincare,MAC,Bronzer,467983,0.27,0.07,0.06,0.05,0.09000000000000001,0.009999999999999995,0.11
Personal Care,North America,Body,L'Oreal,Hair Spray,328586,0.17,-0.02,0.29,-0.04,0.0,0.24,0.33999999999999997
Luxury,Africa,Fragrance,MAC,Conditioner,56641,0.3,0.19,0.19,0.17,0.21,0.14,0.24
Personal Care,Africa,Makeup,L'Oreal,Bronzer,284624,0.42,0.08,0.19,0.06,0.1,0.14,0.24
Personal Care,Asia,Body,L'Oreal,Lipstick,477310,0.12,0.08,0.14,0.06,0.1,0.09000000000000001,0.19
Beauty,Europe,Skincare,MAC,Conditioner,369349,0.15,0.15,0.2,0.13,0.16999999999999998,0.15000000000000002,0.25
Personal Care,North America,Makeup,MAC,Bronzer,185184,0.27,0.15,0.1,0.13,0.16999999999999998,0.05,0.15000000000000002
Personal Care,Africa,Body,L'Oreal,Lipstick,464927,0.5,0.2,0.24,0.18000000000000002,0.22,0.19,0.29
Beauty,Africa,Fragrance,Kaybeauty,Foundation,102165,0.48,-0.03,0.16,-0.05,-0.009999999999999998,0.11,0.21000000000000002
Luxury,Asia,Makeup,Kaybeauty,Foundation,324962,0.36,0.01,0.23,-0.01,0.03,0.18,0.28
Personal Care,Africa,Skincare,L'Oreal,Lipstick,495085,0.44,0.07,0.18,0.05,0.09000000000000001,0.13,0.22999999999999998
Beauty,North America,Body,L'Oreal,Foundation,137110,0.22,0.08,0.2,0.06,0.1,0.15000000000000002,0.25
Luxury,Asia,Makeup,L'Oreal,Shampoo,216916,0.16,0.11,0.28,0.09,0.13,0.23000000000000004,0.33
Beauty,Europe,Fragrance,MAC,Bronzer,477288,0.46,0.16,0.07,0.14,0.18,0.020000000000000004,0.12000000000000001
Personal Care,South America,Makeup,L'Oreal,Lipstick,339437,0.37,-0.05,0.17,-0.07,-0.030000000000000002,0.12000000000000001,0.22000000000000003
Beauty,South America,Fragrance,Kaybeauty,Body Lotion,392112,0.33,0.17,0.27,0.15000000000000002,0.19,0.22000000000000003,0.32
Luxury,Europe,Fragrance,MAC,Toner,264273,0.46,-0.0,0.06,-0.02,0.02,0.009999999999999995,0.11
Beauty,South America,Skincare,L'Oreal,Hair Spray,78106,0.49,0.18,0.29,0.16,0.19999999999999998,0.24,0.33999999999999997
Luxury,South America,Fragrance,Kaybeauty,Body Lotion,219290,0.24,0.02,0.19,0.0,0.04,0.14,0.24
Beauty,Europe,Fragrance,MAC,Conditioner,65305,0.26,0.16,0.22,0.14,0.18,0.16999999999999998,0.27
Beauty,Europe,Skincare,L'Oreal,Body Lotion,72525,0.14,0.13,0.09,0.11,0.15,0.039999999999999994,0.14
Beauty,Europe,Fragrance,MAC,Bronzer,367859,0.4,0.06,0.28,0.039999999999999994,0.08,0.23000000000000004,0.33
Personal Care,South America,Makeup,L'Oreal,Hair Spray,413284,0.45,0.04,0.12,0.02,0.06,0.06999999999999999,0.16999999999999998
Luxury,Europe,Body,MAC,Hair Spray,257940,0.42,-0.03,0.22,-0.05,-0.009999999999999998,0.16999999999999998,0.27
Luxury,Asia,Hair,MAC,Toner,350767,0.4,0.14,0.18,0.12000000000000001,0.16,0.13,0.22999999999999998
Luxury,Europe,Fragrance,MAC,Mascara,292153,0.3,0.01,0.19,-0.01,0.03,0.14,0.24
Personal Care,Europe,Fragrance,L'Oreal,Foundation,265192,0.14,0.01,0.27,-0.01,0.03,0.22000000000000003,0.32
Beauty,South America,Skincare,Kaybeauty,Shampoo,317775,0.26,0.19,0.23,0.17,0.21,0.18,0.28
Luxury,Asia,Makeup,MAC,Foundation,203652,0.33,-0.01,0.17,-0.03,0.01,0.12000000000000001,0.22000000000000003
Personal Care,Europe,Makeup,Kaybeauty,Mascara,106614,0.11,0.05,0.07,0.030000000000000002,0.07,0.020000000000000004,0.12000000000000001
Beauty,Asia,Makeup,Kaybeauty,Perfume,426506,0.45,0.01,0.08,-0.01,0.03,0.03,0.13
Beauty,South America,Hair,MAC,Conditioner,320656,0.41,-0.01,0.24,-0.03,0.01,0.19,0.29
Beauty,Africa,Hair,MAC,Lipstick,321855,0.5,0.04,0.2,0.02,0.06,0.15000000000000002,0.25
Luxury,Africa,Body,MAC,Toner,236085,0.39,-0.04,0.21,-0.06,-0.02,0.15999999999999998,0.26
Personal Care,North America,Skincare,MAC,Toner,100021,0.19,0.09,0.14,0.06999999999999999,0.11,0.09000000000000001,0.19
Luxury,South America,Body,L'Oreal,Shampoo,414833,0.26,0.02,0.08,0.0,0.04,0.03,0.13
Luxury,Asia,Fragrance,MAC,Bronzer,160572,0.39,0.05,0.28,0.030000000000000002,0.07,0.23000000000000004,0.33
Personal Care,Europe,Makeup,Kaybeauty,Bronzer,173120,0.48,0.15,0.06,0.13,0.16999999999999998,0.009999999999999995,0.11
Personal Care,Europe,Fragrance,L'Oreal,Bronzer,311188,0.39,0.2,0.12,0.18000000000000002,0.22,0.06999999999999999,0.16999999999999998
Personal Care,North America,Fragrance,Kaybeauty,Foundation,238362,0.31,0.02,0.21,0.0,0.04,0.15999999999999998,0.26
Luxury,South America,Hair,Kaybeauty,Conditioner,416731,0.33,0.17,0.28,0.15000000000000002,0.19,0.23000000000000004,0.33
Beauty,Africa,Makeup,MAC,Foundation,102756,0.35,-0.05,0.23,-0.07,-0.030000000000000002,0.18,0.28
Personal Care,North America,Hair,L'Oreal,Perfume,135333,0.45,0.14,0.29,0.12000000000000001,0.16,0.24,0.33999999999999997
Personal Care,Asia,Skincare,L'Oreal,Body Lotion,397614,0.36,0.04,0.25,0.02,0.06,0.2,0.3
Personal Care,Asia,Hair,L'Oreal,Conditioner,206726,0.37,0.07,0.14,0.05,0.09000000000000001,0.09000000000000001,0.19
Personal Care,North America,Skincare,Kaybeauty,Lipstick,449122,0.43,0.03,0.29,0.009999999999999998,0.05,0.24,0.33999999999999997
Beauty,South America,Skincare,MAC,Shampoo,491174,0.23,0.16,0.24,0.14,0.18,0.19,0.29
Personal Care,North America,Skincare,Kaybeauty,Body Lotion,353374,0.35,0.0,0.13,-0.02,0.02,0.08,0.18
Personal Care,South America,Body,MAC,Perfume,131551,0.36,-0.04,0.23,-0.06,-0.02,0.18,0.28
Beauty,Asia,Skincare,Kaybeauty,Perfume,137897,0.37,0.2,0.07,0.18000000000000002,0.22,0.020000000000000004,0.12000000000000001
Personal Care,South America,Hair,L'Oreal,Body Lotion,167181,0.16,0.0,0.21,-0.02,0.02,0.15999999999999998,0.26
Beauty,Asia,Makeup,MAC,Conditioner,148993,0.22,0.08,0.21,0.06,0.1,0.15999999999999998,0.26
Beauty,North America,Body,L'Oreal,Conditioner,340846,0.27,0.01,0.08,-0.01,0.03,0.03,0.13
Personal Care,Africa,Makeup,L'Oreal,Lipstick,179014,0.12,0.16,0.11,0.14,0.18,0.06,0.16
Beauty,Africa,Body,L'Oreal,Foundation,377440,0.27,-0.02,0.17,-0.04,0.0,0.12000000000000001,0.22000000000000003
Luxury,South America,Skincare,Kaybeauty,Perfume,450156,0.35,0.05,0.12,0.030000000000000002,0.07,0.06999999999999999,0.16999999999999998
Beauty,Africa,Fragrance,MAC,Foundation,431234,0.3,0.08,0.27,0.06,0.1,0.22000000000000003,0.32
Personal Care,Europe,Fragrance,L'Oreal,Conditioner,268760,0.17,0.06,0.1,0.039999999999999994,0.08,0.05,0.15000000000000002
Beauty,Europe,Skincare,MAC,Perfume,477685,0.32,0.13,0.27,0.11,0.15,0.22000000000000003,0.32
Luxury,Africa,Hair,MAC,Hair Spray,274135,0.21,0.02,0.13,0.0,0.04,0.08,0.18
Luxury,Asia,Makeup,Kaybeauty,Conditioner,327941,0.45,0.08,0.24,0.06,0.1,0.19,0.29
Luxury,Europe,Skincare,MAC,Toner,141426,0.34,0.15,0.24,0.13,0.16999999999999998,0.19,0.29
Personal Care,South America,Fragrance,L'Oreal,Shampoo,147375,0.1,0.17,0.1,0.15000000000000002,0.19,0.05,0.15000000000000002
Luxury,Asia,Body,L'Oreal,Shampoo,433829,0.19,0.18,0.17,0.16,0.19999999999999998,0.12000000000000001,0.22000000000000003
Beauty,Europe,Body,Kaybeauty,Hair Spray,262104,0.15,0.12,0.1,0.09999999999999999,0.13999999999999999,0.05,0.15000000000000002
Personal Care,Asia,Body,L'Oreal,Foundation,202767,0.21,0.02,0.29,0.0,0.04,0.24,0.33999999999999997
Luxury,Africa,Skincare,L'Oreal,Bronzer,210104,0.41,0.1,0.16,0.08,0.12000000000000001,0.11,0.21000000000000002
Beauty,Europe,Hair,L'Oreal,Mascara,449601,0.11,0.12,0.05,0.09999999999999999,0.13999999999999999,0.0,0.1
Personal Care,South America,Fragrance,Kaybeauty,Foundation,86368,0.43,-0.04,0.26,-0.06,-0.02,0.21000000000000002,0.31
Personal Care,Africa,Makeup,MAC,Mascara,421355,0.33,0.03,0.09,0.009999999999999998,0.05,0.039999999999999994,0.14
Luxury,Europe,Fragrance,L'Oreal,Body Lotion,423095,0.3,0.13,0.25,0.11,0.15,0.2,0.3
Luxury,North America,Fragrance,Kaybeauty,Hair Spray,329860,0.34,0.13,0.1,0.11,0.15,0.05,0.15000000000000002
Luxury,Europe,Fragrance,Kaybeauty,Toner,263614,0.23,-0.04,0.14,-0.06,-0.02,0.09000000000000001,0.19
Luxury,Europe,Fragrance,Kaybeauty,Foundation,90878,0.13,0.09,0.11,0.06999999999999999,0.11,0.06,0.16
Beauty,South America,Body,L'Oreal,Body Lotion,64633,0.27,-0.02,0.12,-0.04,0.0,0.06999999999999999,0.16999999999999998
Personal Care,Europe,Skincare,L'Oreal,Lipstick,119377,0.23,0.05,0.05,0.030000000000000002,0.07,0.0,0.1
Personal Care,Africa,Hair,MAC,Shampoo,168243,0.27,0.2,0.14,0.18000000000000002,0.22,0.09000000000000001,0.19
Beauty,Asia,Body,Kaybeauty,Perfume,460646,0.2,0.14,0.22,0.12000000000000001,0.16,0.16999999999999998,0.27
Beauty,Africa,Hair,Kaybeauty,Bronzer,99607,0.45,0.06,0.26,0.039999999999999994,0.08,0.21000000000000002,0.31
Beauty,South America,Skincare,Kaybeauty,Hair Spray,58070,0.44,0.02,0.25,0.0,0.04,0.2,0.3
Personal Care,North America,Hair,MAC,Bronzer,465642,0.47,0.04,0.24,0.02,0.06,0.19,0.29
Beauty,Europe,Skincare,L'Oreal,Mascara,94845,0.28,0.12,0.07,0.09999999999999999,0.13999999999999999,0.020000000000000004,0.12000000000000001
Beauty,Africa,Makeup,Kaybeauty,Shampoo,286444,0.29,-0.0,0.21,-0.02,0.02,0.15999999999999998,0.26
Luxury,Africa,Body,MAC,Hair Spray,352912,0.3,0.07,0.28,0.05,0.09000000000000001,0.23000000000000004,0.33
Personal Care,Africa,Fragrance,L'Oreal,Foundation,180436,0.19,0.06,0.17,0.039999999999999994,0.08,0.12000000000000001,0.22000000000000003
Luxury,Africa,Hair,Kaybeauty,Lipstick,412268,0.21,0.02,0.18,0.0,0.04,0.13,0.22999999999999998
Personal Care,Asia,Makeup,L'Oreal,Lipstick,236444,0.45,0.01,0.07,-0.01,0.03,0.020000000000000004,0.12000000000000001
Beauty,North America,Makeup,L'Oreal,Mascara,472870,0.2,0.11,0.26,0.09,0.13,0.21000000000000002,0.31
Luxury,South America,Makeup,Kaybeauty,Hair Spray,448158,0.32,0.01,0.15,-0.01,0.03,0.09999999999999999,0.2
Beauty,Asia,Skincare,MAC,Shampoo,414763,0.21,-0.03,0.19,-0.05,-0.009999999999999998,0.14,0.24
Luxury,South America,Makeup,Kaybeauty,Body Lotion,472109,0.4,0.07,0.29,0.05,0.09000000000000001,0.24,0.33999999999999997
Luxury,North America,Body,MAC,Body Lotion,483384,0.32,-0.04,0.15,-0.06,-0.02,0.09999999999999999,0.2
Personal Care,Africa,Hair,MAC,Shampoo,420555,0.31,0.17,0.14,0.15000000000000002,0.19,0.09000000000000001,0.19
Personal Care,North America,Body,MAC,Toner,275962,0.1,0.18,0.14,0.16,0.19999999999999998,0.09000000000000001,0.19
Beauty,Asia,Makeup,Kaybeauty,Toner,344563,0.42,0.18,0.15,0.16,0.19999999999999998,0.09999999999999999,0.2
Luxury,Africa,Body,L'Oreal,Mascara,84169,0.23,0.01,0.19,-0.01,0.03,0.14,0.24
Beauty,North America,Makeup,L'Oreal,Shampoo,118165,0.46,-0.02,0.15,-0.04,0.0,0.09999999999999999,0.2
Personal Care,South America,Makeup,L'Oreal,Toner,303975,0.38,0.16,0.08,0.14,0.18,0.03,0.13
Personal Care,South America,Makeup,MAC,Shampoo,357633,0.35,-0.04,0.08,-0.06,-0.02,0.03,0.13
Personal Care,North America,Hair,MAC,Shampoo,271965,0.4,0.08,0.11,0.06,0.1,0.06,0.16
Luxury,Africa,Makeup,Kaybeauty,Conditioner,76296,0.23,-0.02,0.07,-0.04,0.0,0.020000000000000004,0.12000000000000001
Personal Care,Asia,Fragrance,MAC,Body Lotion,149074,0.34,-0.0,0.27,-0.02,0.02,0.22000000000000003,0.32
Personal Care,South America,Hair,Kaybeauty,Toner,198731,0.41,-0.01,0.21,-0.03,0.01,0.15999999999999998,0.26
Personal Care,Asia,Fragrance,L'Oreal,Body Lotion,82646,0.24,0.13,0.18,0.11,0.15,0.13,0.22999999999999998
Luxury,Asia,Skincare,Kaybeauty,Bronzer,186615,0.29,0.17,0.13,0.15000000000000002,0.19,0.08,0.18
Beauty,Africa,Makeup,Kaybeauty,Lipstick,436857,0.15,0.0,0.21,-0.02,0.02,0.15999999999999998,0.26
Luxury,North America,Fragrance,Kaybeauty,Lipstick,300138,0.25,0.15,0.14,0.13,0.16999999999999998,0.09000000000000001,0.19
Personal Care,Europe,Skincare,Kaybeauty,Perfume,232235,0.2,0.0,0.29,-0.02,0.02,0.24,0.33999999999999997
Luxury,South America,Hair,Kaybeauty,Hair Spray,81139,0.42,0.1,0.19,0.08,0.12000000000000001,0.14,0.24
Personal Care,South America,Hair,L'Oreal,Bronzer,397599,0.39,0.17,0.13,0.15000000000000002,0.19,0.08,0.18
Beauty,Africa,Makeup,MAC,Perfume,136491,0.29,0.05,0.3,0.030000000000000002,0.07,0.25,0.35
Personal Care,Europe,Body,Kaybeauty,Toner,110262,0.31,0.12,0.12,0.09999999999999999,0.13999999999999999,0.06999999999999999,0.16999999999999998
Beauty,South America,Fragrance,L'Oreal,Lipstick,150956,0.46,0.1,0.29,0.08,0.12000000000000001,0.24,0.33999999999999997
Personal Care,Europe,Skincare,MAC,Conditioner,398987,0.35,0.15,0.25,0.13,0.16999999999999998,0.2,0.3
Personal Care,Europe,Makeup,MAC,Foundation,74194,0.11,0.03,0.09,0.009999999999999998,0.05,0.039999999999999994,0.14
Beauty,North America,Hair,L'Oreal,Lipstick,368477,0.17,-0.02,0.19,-0.04,0.0,0.14,0.24
Beauty,Africa,Body,L'Oreal,Body Lotion,428888,0.4,0.02,0.25,0.0,0.04,0.2,0.3
Personal Care,South America,Makeup,MAC,Hair Spray,120333,0.36,0.02,0.19,0.0,0.04,0.14,0.24
Personal Care,Asia,Hair,Kaybeauty,Toner,191854,0.15,-0.01,0.29,-0.03,0.01,0.24,0.33999999999999997
Beauty,Asia,Fragrance,MAC,Toner,272869,0.32,0.12,0.13,0.09999999999999999,0.13999999999999999,0.08,0.18
Beauty,Asia,Makeup,L'Oreal,Bronzer,150960,0.34,0.16,0.08,0.14,0.18,0.03,0.13
Personal Care,South America,Fragrance,MAC,Mascara,403656,0.13,0.12,0.11,0.09999999999999999,0.13999999999999999,0.06,0.16
Personal Care,South America,Skincare,Kaybeauty,Shampoo,64281,0.11,0.19,0.1,0.17,0.21,0.05,0.15000000000000002
Luxury,Europe,Body,MAC,Perfume,426330,0.38,0.0,0.13,-0.02,0.02,0.08,0.18
Beauty,South America,Skincare,Kaybeauty,Shampoo,213148,0.35,0.11,0.23,0.09,0.13,0.18,0.28
Personal Care,Europe,Makeup,Kaybeauty,Mascara,432784,0.22,0.2,0.06,0.18000000000000002,0.22,0.009999999999999995,0.11
Beauty,South America,Hair,MAC,Shampoo,380484,0.19,0.05,0.18,0.030000000000000002,0.07,0.13,0.22999999999999998
Personal Care,South America,Hair,MAC,Toner,253114,0.33,0.01,0.16,-0.01,0.03,0.11,0.21000000000000002
Luxury,North America,Body,Kaybeauty,Mascara,216250,0.1,-0.02,0.11,-0.04,0.0,0.06,0.16
Luxury,South America,Skincare,MAC,Body Lotion,400933,0.37,0.02,0.19,0.0,0.04,0.14,0.24
Beauty,Africa,Makeup,MAC,Shampoo,389899,0.36,0.01,0.16,-0.01,0.03,0.11,0.21000000000000002
Beauty,North America,Makeup,L'Oreal,Foundation,189334,0.33,0.06,0.24,0.039999999999999994,0.08,0.19,0.29
Luxury,South America,Body,L'Oreal,Shampoo,224224,0.17,0.04,0.14,0.02,0.06,0.09000000000000001,0.19
Beauty,Asia,Skincare,Kaybeauty,Bronzer,224563,0.38,0.19,0.13,0.17,0.21,0.08,0.18
Personal Care,Asia,Makeup,Kaybeauty,Lipstick,355868,0.33,0.01,0.24,-0.01,0.03,0.19,0.29
Beauty,Asia,Fragrance,Kaybeauty,Toner,236964,0.42,-0.02,0.11,-0.04,0.0,0.06,0.16
Personal Care,South America,Body,L'Oreal,Body Lotion,339169,0.47,0.08,0.08,0.06,0.1,0.03,0.13
Luxury,Africa,Hair,L'Oreal,Lipstick,129244,0.17,-0.05,0.2,-0.07,-0.030000000000000002,0.15000000000000002,0.25
Personal Care,North America,Fragrance,Kaybeauty,Foundation,233429,0.23,0.19,0.12,0.17,0.21,0.06999999999999999,0.16999999999999998
